"","gene_id","SRR8733171.count","SRR8733183.count","SRR8733192.count","SRR8733197.count","SRR8733198.count","SRR8733200.count","SRR8733205.count","SRR8733221.count","SRR8733230.count","SRR8733232.count","SRR8733237.count","SRR8733238.count","SRR8733255.count","SRR8733265.count","SRR8733266.count","SRR8733270.count","SRR8733275.count","SRR8733278.count","SRR8733291.count","SRR8733302.count","SRR8733313.count","SRR8733317.count","SRR8733319.count","SRR8733328.count","SRR8733334.count","SRR8733337.count","SRR8733340.count","SRR8733345.count","SRR8733359.count","SRR8733371.count","SRR8733374.count"
"2192","hsa-miR-6770-3p",202.084,221.2553,330.5239,0,396.3012,72.66122,66.23613,192.2214,155.521,111.3979,104.475,398.7064,358.2945,43.50522,220.9847,281.3995,183.7335,173.4681,1187.648,244.5087,227.9938,363.0588,126.3373,263.2687,0,1760.298,178.1737,123.5832,296.3921,201.6048,401.8081
"2193","hsa-miR-6770-5p",378.9075,516.2623,247.8929,1015.081,660.502,835.604,281.5036,864.9965,563.7636,389.8925,800.9751,797.4128,517.5365,619.9493,397.7725,656.5988,1531.112,303.5691,1979.414,1059.538,1272.966,363.0588,459.4084,1053.075,532.907,855.0018,1069.042,423.7139,1239.458,604.8143,1305.876
"2194","hsa-miR-6771-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.97042,0,0,0,0,0,0,0,0
"2195","hsa-miR-6771-5p",25.2605,73.75175,0,290.0232,396.3012,0,33.11807,0,77.7605,37.13262,34.825,44.30071,119.4315,10.8763,0,62.53322,122.489,0,0,0,37.99897,136.147,22.97042,263.2687,0,402.3538,267.2606,17.65474,107.7789,20.16048,100.452
"2196","hsa-miR-6772-3p",189.4537,368.7588,165.2619,435.0348,660.502,290.6449,66.23613,64.07381,38.88025,111.3979,208.95,310.105,238.863,337.1654,176.7878,218.8663,857.4228,173.4681,1187.648,312.4278,569.9846,272.2941,258.4172,473.8837,0,1005.884,1336.303,88.27372,565.8395,161.2838,904.0683
"2197","hsa-miR-6772-5p",328.3865,516.2623,661.0478,145.0116,132.1004,363.3061,115.9132,929.0703,2157.854,464.1577,365.6625,132.9021,358.2945,500.31,441.9694,1031.798,1041.156,954.0743,2177.356,285.2602,2469.933,226.9117,361.7841,684.4987,532.907,150.8827,1247.216,335.4401,781.3974,342.7281,1506.781
"2198","hsa-miR-6773-3p",0,0,0,145.0116,132.1004,326.9755,49.6771,0,0,0,0,88.60143,0,0,309.3786,31.26661,122.489,260.2021,0,81.50291,151.9959,181.5294,45.94084,157.9612,0,100.5884,89.08686,0,565.8395,60.48143,0
"2199","hsa-miR-6773-5p",0,0,82.63097,0,0,36.33061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.08686,0,0,0,0
"2200","hsa-miR-6774-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,32.62891,0,0,0,0,0,81.50291,0,0,0,0,0,0,0,0,0,0,100.452
"2201","hsa-miR-6774-5p",25.2605,0,0,72.5058,264.2008,72.66122,33.11807,0,0,37.13262,69.65001,132.9021,39.8105,0,0,31.26661,61.24449,0,197.9414,0,170.9954,226.9117,28.71302,157.9612,0,251.4711,267.2606,17.65474,323.3368,20.16048,100.452
"2202","hsa-miR-6775-3p",151.563,73.75175,247.8929,145.0116,792.6024,326.9755,99.3542,320.3691,174.9611,148.5305,52.23751,44.30071,318.484,97.88673,220.9847,125.0664,183.7335,43.36702,395.8828,122.2544,132.9964,45.38235,183.7634,157.9612,266.4535,804.7075,890.8686,70.61898,80.83421,120.9629,703.1642
"2203","hsa-miR-6775-5p",315.7562,295.007,495.7858,507.5406,396.3012,544.9591,149.0313,128.1476,505.4432,259.9283,296.0125,177.2029,398.105,337.1654,530.3633,281.3995,551.2004,390.3031,197.9414,448.266,398.9892,317.6764,241.1894,526.5375,266.4535,804.7075,445.4343,335.4401,161.6684,322.5676,1004.52
"2204","hsa-miR-6776-3p",315.7562,295.007,826.3097,507.5406,528.4016,799.2734,115.9132,192.2214,408.2426,315.6273,174.125,354.4057,477.726,467.6811,265.1816,250.1329,306.2224,260.2021,1187.648,597.688,702.981,181.5294,304.3581,421.23,0,653.8249,267.2606,123.5832,808.3421,403.2095,1004.52
"2205","hsa-miR-6776-5p",517.8402,0,82.63097,1160.093,528.4016,1707.539,827.9516,0,0,148.5305,1706.425,1018.916,636.968,456.8048,883.9388,343.9327,244.978,1257.643,0,1045.954,531.9856,1815.294,321.5859,1632.266,0,10762.96,2850.78,335.4401,3233.368,1512.036,1406.328
"2206","hsa-miR-6777-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.9414,0,0,0,0,0,0,0,0,0,0,0,0
"2207","hsa-miR-6777-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.58382,0,0,0,0,0,0,178.1737,0,0,0,0
"2208","hsa-miR-6778-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2209","hsa-miR-6778-5p",0,0,0,0,0,0,0,96.11072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210","hsa-miR-6779-3p",0,0,0,0,132.1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2211","hsa-miR-6779-5p",0,0,82.63097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2212","hsa-miR-6780a-3p",0,0,0,0,0,72.66122,0,0,116.6407,0,0,0,0,32.62891,0,0,122.489,86.73403,197.9414,0,265.9928,0,0,0,0,0,89.08686,0,0,0,0
"2213","hsa-miR-6780a-5p",126.3025,73.75175,82.63097,72.5058,264.2008,145.3224,66.23613,32.03691,116.6407,37.13262,156.7125,132.9021,0,130.5156,132.5908,31.26661,61.24449,43.36702,0,366.7631,227.9938,45.38235,80.39647,105.3075,0,0,0,105.9285,0,20.16048,301.3561
"2214","hsa-miR-6780b-3p",0,0,0,0,0,0,33.11807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2215","hsa-miR-6780b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2216","hsa-miR-6781-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.65375,0,0,0,0,0,0,0
"2217","hsa-miR-6781-5p",277.8655,368.7588,165.2619,507.5406,528.4016,435.9673,115.9132,832.9596,369.3624,334.1936,574.6126,575.9093,477.726,380.6706,265.1816,437.7325,796.1783,43.36702,791.7656,407.5146,1082.971,181.5294,315.8433,684.4987,799.3605,704.1191,890.8686,264.8212,889.1763,483.8515,1004.52
"2218","hsa-miR-6782-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.99846,0,0,0,0,0,0,0,0,0,0
"2219","hsa-miR-6782-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.65375,0,0,0,0,0,0,0
"2220","hsa-miR-6783-3p",265.2352,516.2623,826.3097,290.0232,528.4016,363.3061,132.4723,192.2214,369.3624,148.5305,156.7125,354.4057,278.6735,478.5574,176.7878,281.3995,612.4449,433.6702,1583.531,421.0984,607.9836,499.2058,109.1095,315.9225,0,402.3538,267.2606,264.8212,323.3368,302.4072,904.0683
"2221","hsa-miR-6783-5p",12.63025,0,82.63097,0,0,72.66122,16.55903,192.2214,38.88025,18.56631,104.475,0,79.621,54.38152,0,62.53322,61.24449,43.36702,197.9414,13.58382,113.9969,0,109.1095,157.9612,532.907,402.3538,89.08686,52.96423,0,120.9629,100.452
"2222","hsa-miR-6784-3p",126.3025,147.5035,82.63097,290.0232,0,72.66122,0,96.11072,97.20062,111.3979,139.3,177.2029,79.621,239.2787,220.9847,93.79983,183.7335,0,0,163.0058,265.9928,45.38235,57.42605,210.615,532.907,0,178.1737,88.27372,377.2263,120.9629,200.9041
"2223","hsa-miR-6784-5p",214.7142,368.7588,165.2619,217.5174,528.4016,435.9673,115.9132,384.4429,311.042,315.6273,557.2001,132.9021,278.6735,163.1446,44.19694,312.6661,796.1783,260.2021,989.707,502.6013,854.9769,272.2941,401.9823,579.1912,266.4535,251.4711,801.7817,229.5117,673.6184,383.0491,1004.52
"2224","hsa-miR-6785-3p",0,0,0,0,0,0,0,0,38.88025,0,0,0,0,0,44.19694,0,0,0,0,0,0,0,0,0,0,0,0,35.30949,0,0,0
"2225","hsa-miR-6785-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2226","hsa-miR-6786-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2227","hsa-miR-6786-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2228","hsa-miR-6787-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2229","hsa-miR-6787-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2230","hsa-miR-6788-3p",0,0,0,72.5058,0,36.33061,0,0,0,0,0,0,0,0,0,31.26661,0,0,0,13.58382,0,0,0,0,0,0,0,0,0,0,0
"2231","hsa-miR-6788-5p",0,0,0,0,132.1004,36.33061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.38235,0,0,266.4535,0,0,0,0,0,0
"2232","hsa-miR-6789-3p",25.2605,0,0,72.5058,0,0,0,0,0,92.83155,0,0,0,0,0,0,0,0,395.8828,0,75.99795,0,0,52.65375,0,150.8827,0,0,0,0,0
"2233","hsa-miR-6789-5p",0,0,0,0,0,0,0,0,0,0,0,44.30071,0,21.75261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.32095,0
"2234","hsa-miR-6790-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.08686,0,0,0,0
"2235","hsa-miR-6790-5p",0,0,0,0,132.1004,0,0,96.11072,0,0,0,0,0,0,265.1816,0,0,0,0,0,0,0,11.48521,0,0,0,0,0,0,0,0
"2236","hsa-miR-6791-3p",0,0,0,145.0116,0,0,0,0,0,0,17.4125,0,0,0,44.19694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2237","hsa-miR-6791-5p",25.2605,0,0,0,0,0,16.55903,0,0,0,0,0,39.8105,0,0,0,61.24449,130.101,0,0,0,0,0,0,0,0,0,0,0,0,0
"2238","hsa-miR-6792-3p",12.63025,73.75175,0,72.5058,132.1004,108.9918,33.11807,96.11072,388.8025,111.3979,87.06251,132.9021,199.0525,65.25782,0,312.6661,428.7114,216.8351,395.8828,0,341.9908,0,11.48521,315.9225,266.4535,0,445.4343,35.30949,0,40.32095,401.8081
"2239","hsa-miR-6792-5p",252.605,737.5175,743.6787,580.0464,396.3012,508.6285,165.5903,256.2953,291.6019,129.9642,139.3,354.4057,318.484,326.2891,486.1664,312.6661,551.2004,520.4042,593.8242,339.5955,379.9897,635.3528,178.0208,526.5375,1065.814,502.9422,356.3474,370.7496,161.6684,262.0862,904.0683
"2240","hsa-miR-6793-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2241","hsa-miR-6793-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,65.25782,0,0,0,43.36702,0,0,0,0,0,0,0,0,0,0,0,0,0
"2242","hsa-miR-6794-3p",328.3865,295.007,165.2619,725.058,528.4016,581.2897,149.0313,864.9965,447.1229,334.1936,679.0876,708.8114,477.726,337.1654,265.1816,656.5988,979.9118,216.8351,1583.531,719.9424,930.9749,363.0588,442.1806,737.1525,532.907,855.0018,712.6949,317.7854,1185.568,544.3329,1104.972
"2243","hsa-miR-6794-5p",12.63025,73.75175,0,507.5406,264.2008,72.66122,33.11807,96.11072,58.32037,37.13262,17.4125,0,39.8105,282.7839,88.39388,31.26661,122.489,0,0,0,94.99744,0,57.42605,52.65375,0,50.29422,89.08686,52.96423,26.94474,120.9629,100.452
"2244","hsa-miR-6795-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2245","hsa-miR-6795-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2246","hsa-miR-6796-3p",1174.613,1032.525,578.4168,580.0464,0,653.951,281.5036,768.8858,1185.848,668.3871,1079.575,443.0071,597.1575,685.2071,1193.317,562.799,428.7114,346.9361,395.8828,1086.706,740.98,363.0588,763.7665,1526.959,532.907,804.7075,623.608,1129.904,970.0105,927.382,602.7122
"2247","hsa-miR-6796-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.29422,0,0,0,0,0
"2248","hsa-miR-6797-3p",0,0,0,0,0,0,16.55903,0,38.88025,0,0,0,0,0,0,0,0,0,197.9414,27.16764,0,0,0,0,0,0,0,0,0,0,0
"2249","hsa-miR-6797-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2250","hsa-miR-6798-3p",202.084,147.5035,82.63097,797.5638,660.502,254.3143,231.8265,320.3691,408.2426,315.6273,365.6625,221.5036,358.2945,195.7735,574.5602,500.2658,489.9559,260.2021,791.7656,339.5955,246.9933,317.6764,310.1007,842.46,0,100.5884,890.8686,406.0591,592.7842,221.7653,703.1642
"2251","hsa-miR-6798-5p",25.2605,811.2693,0,0,264.2008,72.66122,0,416.4798,155.521,241.362,17.4125,221.5036,0,1577.064,44.19694,0,0,2211.718,0,258.0926,2507.932,0,798.2221,0,0,0,356.3474,353.0949,2047.8,0,0
"2252","hsa-miR-6799-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2253","hsa-miR-6799-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.65375,0,201.1769,0,0,0,0,0
"2254","hsa-miR-6800-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2255","hsa-miR-6800-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.9414,0,0,0,0,0,0,0,0,0,0,0,0
"2256","hsa-miR-6801-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2257","hsa-miR-6801-5p",88.41175,0,82.63097,290.0232,132.1004,36.33061,0,32.03691,174.9611,55.69893,52.23751,88.60143,159.242,87.01043,220.9847,250.1329,367.4669,86.73403,1385.59,95.08673,37.99897,0,195.2486,421.23,0,301.7653,267.2606,52.96423,377.2263,40.32095,401.8081
"2258","hsa-miR-6802-3p",0,0,0,72.5058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2259","hsa-miR-6802-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.19694,31.26661,0,0,0,0,0,0,5.742605,0,0,0,89.08686,0,0,0,0
"2260","hsa-miR-6803-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2261","hsa-miR-6803-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2262","hsa-miR-6804-3p",0,0,0,0,0,36.33061,0,0,0,0,0,0,0,0,0,31.26661,0,0,197.9414,0,0,0,0,0,0,0,0,0,0,0,0
"2263","hsa-miR-6804-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2264","hsa-miR-6805-3p",12.63025,0,165.2619,0,0,72.66122,16.55903,0,19.44012,0,0,0,0,0,0,31.26661,0,0,0,0,0,0,0,0,0,100.5884,0,0,0,0,0
"2265","hsa-miR-6805-5p",50.521,0,82.63097,0,0,0,0,32.03691,19.44012,18.56631,0,0,0,65.25782,0,31.26661,0,43.36702,0,40.75146,0,90.76469,68.91126,0,0,0,0,0,0,141.1233,200.9041
"2266","hsa-miR-6806-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2267","hsa-miR-6806-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2268","hsa-miR-6807-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.73403,0,0,0,0,0,0,0,0,0,0,0,0,0
"2269","hsa-miR-6807-5p",0,0,0,72.5058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2270","hsa-miR-6808-3p",1376.697,1032.525,1817.881,1305.104,1188.904,1271.571,347.7397,608.7012,777.605,1076.846,1358.175,841.7136,1114.694,1294.28,574.5602,1250.664,1837.335,693.8722,2771.18,1426.301,1671.955,726.1175,1912.287,1684.92,1065.814,2062.063,2227.171,688.535,1940.021,1028.184,1305.876
"2271","hsa-miR-6808-5p",25.2605,0,165.2619,0,132.1004,108.9918,16.55903,0,272.1617,0,17.4125,0,0,10.8763,44.19694,93.79983,306.2224,43.36702,395.8828,0,398.9892,45.38235,22.97042,0,0,50.29422,0,35.30949,0,0,100.452
"2272","hsa-miR-6809-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2273","hsa-miR-6809-5p",0,0,0,72.5058,0,0,0,0,0,0,0,0,0,0,0,31.26661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2274","hsa-miR-6810-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.16048,0
"2275","hsa-miR-6810-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2276","hsa-miR-6811-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2277","hsa-miR-6811-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2278","hsa-miR-6812-3p",0,0,0,0,0,0,0,0,0,0,17.4125,0,0,0,0,0,0,0,0,0,0,0,0,105.3075,0,201.1769,0,0,0,0,0
"2279","hsa-miR-6812-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2280","hsa-miR-6813-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2281","hsa-miR-6813-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2282","hsa-miR-6814-3p",12.63025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.08673,56.99846,0,0,52.65375,0,0,0,0,53.88947,40.32095,0
"2283","hsa-miR-6814-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5884,0,0,0,0,0
"2284","hsa-miR-6815-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.16048,0
"2285","hsa-miR-6815-5p",0,0,0,0,0,0,0,32.03691,0,0,0,88.60143,0,0,0,0,0,0,0,0,0,0,0,105.3075,0,0,0,0,0,20.16048,0
"2286","hsa-miR-6816-3p",0,0,0,0,0,0,0,0,0,0,34.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2287","hsa-miR-6816-5p",0,0,0,72.5058,0,36.33061,0,0,0,18.56631,17.4125,44.30071,0,10.8763,88.39388,0,0,86.73403,0,27.16764,37.99897,90.76469,11.48521,52.65375,0,100.5884,89.08686,17.65474,242.5026,40.32095,0
