"","SRR2105159.count","SRR2105160.count","SRR2105161.count","SRR2105162.count","SRR2105163.count","SRR2105164.count","SRR2105165.count","SRR2105166.count","SRR2105167.count","SRR2105168.count","SRR2105169.count","SRR2105170.count","SRR2105171.count","SRR2105172.count","SRR2105173.count","SRR2105174.count","SRR2105207.count","SRR2105208.count","SRR2105209.count","SRR2105210.count","SRR2105211.count","SRR2105212.count","SRR2105213.count","SRR2105214.count","SRR2105215.count","SRR2105216.count","SRR2105217.count","SRR2105218.count","SRR2105219.count","SRR2105220.count","SRR2105221.count","SRR2105222.count","SRR2105239.count","SRR2105240.count","SRR2105241.count","SRR2105242.count","SRR2105243.count","SRR2105244.count","SRR2105245.count","SRR2105246.count","SRR2105247.count","SRR2105248.count","SRR2105249.count","SRR2105250.count","SRR2105251.count","SRR2105252.count","SRR2105253.count","SRR2105254.count","SRR2105287.count","SRR2105288.count","SRR2105289.count","SRR2105290.count","SRR2105291.count","SRR2105292.count","SRR2105293.count","SRR2105294.count","SRR2105295.count","SRR2105296.count","SRR2105297.count","SRR2105298.count","SRR2105299.count","SRR2105300.count","SRR2105301.count","SRR2105302.count","SRR2105335.count","SRR2105336.count","SRR2105337.count","SRR2105338.count","SRR2105339.count","SRR2105340.count","SRR2105341.count","SRR2105342.count","SRR2105343.count","SRR2105344.count","SRR2105345.count","SRR2105346.count","SRR2105347.count","SRR2105348.count","SRR2105349.count","SRR2105350.count","SRR2105385.count","SRR2105386.count","SRR2105387.count","SRR2105388.count","SRR2105389.count","SRR2105390.count","SRR2105391.count","SRR2105392.count","SRR2105393.count","SRR2105394.count","SRR2105395.count","SRR2105396.count","SRR2105397.count","SRR2105398.count","SRR2105399.count","SRR2105400.count","SRR2105449.count","SRR2105450.count","SRR2105499.count","SRR2105500.count"
"hsa-miR-3680-5p",419.345820519989,352.25221258421,0,88.4525231082217,144.175317185698,165.289256198347,259.969843498154,220.07647657561,30.6522805296714,85.1353652307168,0,151.263046437755,0,0,0,40.7331975560081,75.4034082340522,74.3085588598095,75.3068755177348,107.119902877955,0,0,43.3670150483542,24.1545893719807,42.0539131166155,0,82.0714842627929,36.6340623511741,87.823299521363,0,57.9038795599305,0,94.1619585687382,117.090142682702,37.926195623317,62.8088099824135,41.2847824291966,171.320884015762,0,28.3728188395517,34.1880341880342,78.8892395077311,101.947191354878,0,37.3134328358209,0,43.7349661054013,0,0,98.0046258183386,183.688464364438,67.7013692601933,0,59.3953552832168,0,87.5139475353885,57.5837844063112,0,211.304807184363,28.7084086929062,130.671980660547,140.387469415587,0,0,87.6501007976159,233.076948689775,101.826081053561,32.7766761172749,217.770034843206,114.311842706904,55.1480725748635,0,37.7443949573488,23.4186553008126,58.0315691736305,24.9731538596009,108.283703302653,79.3377938804115,0,0,178.874877023522,41.8480080348175,39.4026557389968,39.6070975918885,107.211779000786,108.297384618161,34.3006105508678,61.1870283499898,39.2834695160277,43.0033542616324,0,54.5911125668741,179.25430210325,89.8214349872454,33.6360578540195,17.8826895565093,45.5684666210982,92.5354719309069,0,0
"hsa-miR-3681-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3681-5p",0,0,0,22.1131307770554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8506846300966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3682-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3682-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0357421313964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4295745672985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3688-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3688-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3689a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7331975560081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3689a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3689b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9493360116058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3689b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3689c",0,88.0630531460526,0,0,0,118.063754427391,207.975874798523,27.5095595719513,0,0,0,0,0,28.181715702852,0,0,0,0,0,0,0,69.4589150517469,43.3670150483542,0,42.0539131166155,0,41.0357421313964,18.3170311755871,0,0,0,0,0,50.1814897211582,113.778586869951,125.617619964827,0,0,32.5129238872452,0,68.3760683760684,26.2964131692437,0,23.1755081230156,37.3134328358209,0,0,0,49.7883993029624,19.6009251636677,45.9221160911095,67.7013692601933,46.5051388178394,0,46.4101731099457,43.7569737676942,28.7918922031556,0,105.652403592182,28.7084086929062,32.6679951651367,0,0,0,87.6501007976159,49.9450604335231,0,0,43.5540069686411,22.8623685413809,0,21.111744463445,0,23.4186553008126,0,99.8926154384037,0,0,0,0,0,0,0,0,35.7372596669287,72.1982564121077,0,0,0,0,0,27.2955562834371,59.7514340344168,107.785721984694,0,0,0,0,0,22.4997187535156
"hsa-miR-3689d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3689e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3689f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-369-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-369-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3691-3p",0,22.0157632865131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9493360116058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3691-5p",139.78194017333,44.0315265730263,63.7999234400919,66.3393923311662,96.1168781237985,94.4510035419126,51.9939686996308,82.5286787158538,91.9568415890142,28.3784550769056,71.1490572749911,151.263046437755,56.8892934349755,169.090294217112,114.455762847659,203.665987780041,0,29.7234235439238,301.227502070939,0,116.536534203473,104.18837257762,0,0,84.107826233231,20.6880857314273,0,36.6340623511741,43.9116497606815,88.25346394846,57.9038795599305,95.6266734667857,94.1619585687382,66.9086529615442,37.926195623317,20.9362699941378,123.85434728759,68.5283536063046,65.0258477744904,56.7456376791034,102.564102564103,26.2964131692437,101.947191354878,92.7020324920624,37.3134328358209,27.1503040834057,174.939864421605,26.007125952511,49.7883993029624,58.8027754910032,137.766348273328,50.776026945145,46.5051388178394,19.7984517610723,92.8203462198914,87.5139475353885,0,0,158.478605388273,172.250452157437,65.3359903302734,20.0553527736553,90.9173561232839,27.4295745672985,131.475151196424,66.5934139113642,33.9420270178535,16.3883380586375,0,45.7247370827618,55.1480725748635,63.335233390335,37.7443949573488,23.4186553008126,0,24.9731538596009,135.354629128316,105.783725173882,234.807927115619,29.7840655249442,44.7187192558805,41.8480080348175,118.20796721699,198.035487959442,0,54.1486923090807,68.6012211017356,101.978380583316,78.5669390320553,21.5016771308162,127.458894506522,109.182225133748,89.6271510516252,17.9642869974491,0,17.8826895565093,45.5684666210982,92.5354719309069,47.0477534697718,89.9988750140623
"hsa-miR-3692-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3692-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-370-3p",0,0,63.7999234400919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3670150483542,0,0,0,0,0,0,0,0,0,0,0,0,20.9362699941378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.458678061642,0,0,0,0,0,0,0,0,0,37.7443949573488,0,0,0,0,0,0,0,0,13.9493360116058,0,0,0,0,0,0,0,0,42.4862981688405,0,0,0,0,0,0,0,0,0
"hsa-miR-370-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0553527736553,0,0,0,0,0,0,0,22.8623685413809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-371a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-371a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-371b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-371b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-372-3p",0,0,0,0,0,0,0,27.5095595719513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9420270178535,0,0,0,0,0,37.7443949573488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-372-5p",0,22.0157632865131,0,0,0,47.2255017709563,0,0,0,28.3784550769056,0,0,0,0,0,0,0,29.7234235439238,75.3068755177348,0,58.2682671017364,34.7294575258734,0,0,0,0,0,0,43.9116497606815,29.4178213161533,0,63.7511156445238,0,0,0,0,0,0,32.5129238872452,0,0,0,0,0,0,0,0,0,0,19.6009251636677,0,16.9253423150483,0,0,0,0,0,0,0,0,0,40.1107055473106,0,27.4295745672985,0,0,0,0,0,0,0,0,0,0,0,24.9731538596009,0,26.4459312934705,0,0,0,13.9493360116058,0,0,0,18.0495641030269,0,40.7913522333265,0,0,0,27.2955562834371,0,0,0,0,45.5684666210982,0,0,44.9994375070312
"hsa-miR-373-3p",0,0,0,0,0,0,0,27.5095595719513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-373-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-374a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5129238872452,0,0,0,50.9735956774391,0,0,0,0,0,49.7883993029624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.825050398808,0,0,0,0,0,0,21.111744463445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3006105508678,0,0,0,0,27.2955562834371,0,17.9642869974491,0,0,0,0,0,0
"hsa-miR-374a-5p",0,22.0157632865131,0,0,0,0,0,0,0,28.3784550769056,0,0,0,0,0,0,75.4034082340522,0,0,35.7066342926516,0,0,0,0,0,0,0,0,0,0,57.9038795599305,0,0,0,37.926195623317,0,0,0,0,0,0,0,50.9735956774391,0,0,27.1503040834057,0,0,0,0,0,0,46.5051388178394,0,0,0,0,0,0,0,0,20.0553527736553,0,0,0,0,33.9420270178535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9493360116058,0,0,0,0,0,0,39.2834695160277,0,0,0,0,0,0,17.8826895565093,0,0,47.0477534697718,0
"hsa-miR-374b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-374b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-374c-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-374c-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-375-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9731538596009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-375-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-376a-2-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2641768031523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.8262017960909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-376a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9362699941378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8826895565093,0,0,0,0
"hsa-miR-376a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4178213161533,0,0,0,16.7271632403861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8035487959442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-376b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-376b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9735956774391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.111744463445,0,0,0,24.9731538596009,0,0,0,0,0,0,0,0,0,18.0495641030269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-376c-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-376c-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-377-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7349661054013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
