"","gene_id","SRR2105144.count","SRR2105145.count","SRR2105146.count","SRR2105154.count","SRR2105158.count","SRR2105187.count","SRR2105188.count","SRR2105192.count","SRR2105194.count","SRR2105197.count","SRR2105198.count","SRR2105228.count","SRR2105230.count","SRR2105272.count","SRR2105275.count","SRR2105276.count","SRR2105319.count","SRR2105320.count","SRR2105321.count","SRR2105322.count","SRR2105325.count","SRR2105326.count","SRR2105373.count","SRR2105374.count","SRR2105376.count","SRR2105429.count","SRR2105430.count","SRR2105431.count","SRR2105432.count","SRR2105437.count","SRR2105438.count","SRR2105471.count","SRR2105472.count","SRR2105477.count","SRR2105478.count","SRR2105488.count","SRR2105491.count","SRR2105492.count"
"1","hsa-let-7a-2-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","hsa-let-7a-3p",0,0,22.1813100281703,0,0,0,0,0,0,0,0,0,0,0,0,32.9804425975397,0,13.7534555557084,0,15.4664686958674,0,0,0,27.1193795085968,0,0,0,0,0,0,0,39.3933425251133,0,0,0,0,0,0
"3","hsa-let-7a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1193795085968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","hsa-let-7b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","hsa-let-7b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6","hsa-let-7c-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","hsa-let-7c-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","hsa-let-7d-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","hsa-let-7d-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4902212987698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","hsa-let-7e-3p",5355.59103494271,22771.529626833,22247.8539582548,6655.65607513496,21309.8991525234,11843.137254902,16678.6723555162,7253.20954522376,17371.6334457297,12780.2591429709,14026.929660952,5363.06541528474,2653.57043843321,7696.68141286108,13519.6825508305,13027.2748260282,17032.3145196575,15321.3494890591,21402.5802183262,22952.2395446672,19327.4250333859,22412.4633657257,19138.5353255857,22400.607474101,7505.00736021622,25814.1382049245,23863.3416089228,19970.2921274138,20471.517513754,29925.9023185404,33804.9713193117,8351.38861532401,8552.40651561801,27119.4832669412,28586.874826936,7348.47229128681,15817.809328696,14115.7979053002
"11","hsa-let-7e-5p",949.859542046442,794.817788022096,931.615021183151,714.866763625607,268.330314617294,392.156862745098,424.816682366414,471.458620439544,725.596482991165,928.669349489232,664.299036766397,870.322019147084,514.871876113906,845.94156069284,1123.71387435474,989.41327792619,406.275392212013,880.221155565336,595.434998346014,680.524622618164,437.052324875562,509.023600185099,737.871241468364,813.581385257905,796.351263302686,613.762726550653,574.350613258236,453.87027562304,724.350240587759,541.789498844714,420.650095602294,945.440220602718,894.713297018499,652.668062025972,303.274041060668,801.149234764352,595.550050026204,513.851315610501
"12","hsa-let-7f-1-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","hsa-let-7f-2-3p",464.824882278046,675.595119818782,643.257990816938,394.409248896887,335.412893271617,627.450980392157,350.935520215733,290.12838180895,469.503606641342,486.445849732455,996.448555149595,564.53320160892,752.505049704939,568.583671941089,772.553288618886,758.550179743412,500.031251953247,728.933144452544,926.232219649355,897.055184360307,461.33300959087,478.173685022366,922.339051835455,596.626349189131,675.691980984097,433.244277565167,444.658539296698,412.609341475491,448.407291792422,717.074336706239,675.589547482473,906.046878077605,1131.54916975869,562.644881056872,408.760664038292,1049.78175589812,214.398018009434,362.718575725059
"14","hsa-let-7f-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","hsa-let-7g-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,13.8678944375875,0,0,0,0,0,0,0,15.4249575813667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","hsa-let-7g-5p",0,0,0,0,22.3608595514412,0,0,0,0,0,0,0,0,13.8678944375875,0,0,0,0,0,15.4664686958674,24.280684715309,0,0,54.2387590171937,0,36.1036897970973,0,0,0,15.9349852601386,12.7469725940089,0,0,0,0,0,0,15.1132739885441
"17","hsa-let-7i-3p",101.048887451749,357.668004609943,354.900960450724,123.252890280277,201.24773596297,313.725490196078,313.994939140393,132.975508329102,277.433949378975,398.001149781099,408.79940724086,258.744384070755,217.830409125114,152.546838813463,386.276644309443,230.863098182778,406.275392212013,495.124400005501,496.195831955012,479.460529571888,558.455748452106,416.4738546969,368.935620734182,569.506969680534,217.18670817346,144.414759188389,203.801830510987,412.609341475491,362.175120293879,1195.1238945104,943.27597195666,118.18002757534,52.6301939422647,202.552157180474,224.15907382745,138.129178407647,190.576016008385,332.492027747971
"18","hsa-let-7i-5p",20.2097774903498,0,22.1813100281703,0,0,0,36.9405810753403,0,0,0,0,0,0,0,0,0,0,0,33.0797221303341,15.4664686958674,24.280684715309,0,0,54.2387590171937,24.1318564637178,0,0,0,17.2464342997085,0,12.7469725940089,0,0,0,0,0,0,15.1132739885441
"19","hsa-miR-1-3p",161.678219922799,119.222668203314,199.631790253532,49.3011561121108,89.4434382057646,313.725490196078,92.3514526883508,96.7094606029835,106.70536514576,398.001149781099,255.499629525537,141.13330040223,336.646995920631,124.811049938288,245.8124100151,197.882655585238,156.25976623539,178.794922224209,198.478332782005,170.131155654541,242.80684715309,231.3743637205,415.052573325955,244.074415577372,120.659282318589,288.829518376778,148.219513098899,82.5218682950982,189.710777296794,143.414867341248,216.698534098152,236.36005515068,315.781163653588,247.563747665024,145.044106594233,221.006685452235,47.6440040020963,105.792917919809
"20","hsa-miR-1-5p",586.083547220145,556.372451615467,665.439300845108,221.855202504499,290.691174168735,588.235294117647,313.994939140393,145.064190904475,298.775022408127,265.334099854066,229.949666572983,470.4443346741,138.619351261436,194.150522126226,140.464234294343,280.333762079087,843.802737671104,756.440055563961,297.717499173007,185.597624350408,339.929586014326,215.949406139133,276.701715550636,352.551933611759,96.527425854871,144.414759188389,166.746952236262,330.087473180393,258.696514495628,493.984543064298,611.854684512428,1418.16033090408,1342.06994552775,45.0115904845498,65.9291393610148,469.639206585999,285.864024012578,211.585835839618
"21","hsa-miR-100-3p",242.517329884198,317.927115208838,243.994410309873,172.554046392388,223.608595514412,352.941176470588,350.935520215733,132.975508329102,149.387511204063,309.556449829744,281.049592478091,211.699950603345,198.027644659194,124.811049938288,280.928468588686,263.843540780317,500.031251953247,302.576022225584,297.717499173007,278.396436525612,412.771640160253,447.323769859633,138.350857775318,325.432554103162,265.450421100895,108.311069391292,129.692073961537,206.304670737746,413.914423193005,398.374631503466,535.372848948375,275.753397675793,263.150969711323,180.046361938199,52.7433114888118,82.8775070445881,142.932012006289,181.35928786253
"22","hsa-miR-100-5p",161.678219922799,1192.22668203314,1175.60943149302,320.45751472872,268.330314617294,549.019607843137,554.108716130105,362.660477261188,384.139314524734,796.002299562199,1175.29829581747,352.833251005575,554.477405045744,429.904727565214,491.6248200302,412.255532469246,781.298831176949,577.645133339752,694.674164737016,711.457560009899,801.262595605196,786.672836649699,922.339051835455,759.342626240712,530.900842201791,469.347967362264,611.40549153296,907.74055124608,758.843109187176,1896.2632459565,1759.08221797323,354.540082726019,78.945290913397,337.586928634123,303.274041060668,442.01337090447,238.220020010482,498.738041621957
"23","hsa-miR-101-2-5p",0,0,0,0,0,0,0,12.0886825753729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3150969711323,0,0,0,0,0
"24","hsa-miR-101-3p",621470.867605748,384214.918729881,383847.570037486,694382.133261025,569128.59730328,600431.37254902,563861.029533995,607154.082348106,540782.790558709,468226.241542476,445080.354633486,690118.316750171,657669.610677651,668640.530308283,587597.00811181,591339.335773886,458372.398274892,470244.398905225,452100.562355276,458565.330363771,425664.683744082,420468.918710474,367828.813871979,352633.291750285,606192.23436859,495920.283052928,516396.783636566,437984.815976234,442871.186382215,203250.736993068,195920.968769917,597242.466023242,621273.124391463,500303.828235771,485185.72238558,478589.977346815,598932.774310353,611936.463796152
"25","hsa-miR-101-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","hsa-miR-10226",0,0,0,24.6505780560554,0,0,0,0,0,0,0,0,19.8027644659194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2464342997085,0,0,0,0,0,0,0,0,0
"27","hsa-miR-10392-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","hsa-miR-10392-5p",0,0,0,0,0,0,0,0,0,0,0,0,19.8027644659194,13.8678944375875,0,0,0,0,0,0,0,0,0,54.2387590171937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","hsa-miR-10393-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","hsa-miR-10393-5p",0,0,22.1813100281703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4664686958674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","hsa-miR-10394-3p",0,0,0,0,0,0,18.4702905376702,0,21.3410730291519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","hsa-miR-10394-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2519532470779,0,0,0,0,0,46.1169525917727,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8220020010482,0
"33","hsa-miR-10395-3p",20.2097774903498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","hsa-miR-10395-5p",0,0,0,0,0,0,0,0,0,0,0,0,19.8027644659194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","hsa-miR-10396a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","hsa-miR-10396a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","hsa-miR-10396b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","hsa-miR-10396b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","hsa-miR-10397-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.185827872203,0,0,0
"40","hsa-miR-10397-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","hsa-miR-10398-3p",0,0,0,0,0,0,0,0,0,0,0,0,19.8027644659194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","hsa-miR-10398-5p",282.936884864898,198.704447005524,243.994410309873,147.903468336332,402.495471925941,313.725490196078,258.584067527382,108.798143178356,128.046438174911,221.111749878389,178.849740667876,70.566650201115,237.633173591033,55.4715777503502,210.696351441514,247.353319481547,312.519532470779,233.808744447042,198.478332782005,185.597624350408,218.526162437781,262.224278883233,230.584762958864,108.477518034387,72.3955693911533,72.2073795941945,111.164634824175,123.782802442647,275.942948795337,446.179587283882,331.421287444232,275.753397675793,157.890581826794,135.034771453649,52.7433114888118,110.503342726117,95.2880080041927,181.35928786253
"43","hsa-miR-10399-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","hsa-miR-10399-5p",20.2097774903498,0,0,0,0,0,0,0,0,0,25.5499629525537,0,39.6055289318389,13.8678944375875,0,0,0,13.7534555557084,0,15.4664686958674,24.280684715309,0,0,27.1193795085968,0,0,0,0,0,0,12.7469725940089,0,0,0,0,0,0,0
"45","hsa-miR-103a-1-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","hsa-miR-103a-2-5p",80.8391099613993,119.222668203314,133.087860169022,98.6023122242217,0,39.2156862745098,92.3514526883508,84.6207780276106,128.046438174911,88.4446999513554,102.199851810215,164.655517135935,99.0138223295972,124.811049938288,105.348175720757,65.9608851950793,62.5039064941559,96.2741888899586,0,61.8658747834694,72.8420541459269,61.6998303254666,92.2339051835455,108.477518034387,144.791138782307,72.2073795941945,92.6371956868122,123.782802442647,86.2321714985427,15.9349852601386,0,236.36005515068,184.205678797926,112.528976211374,39.5574836166089,193.380849770706,47.6440040020963,30.2265479770883
"47","hsa-miR-103a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","hsa-miR-103b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","hsa-miR-10400-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","hsa-miR-10400-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","hsa-miR-10401-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","hsa-miR-10401-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","hsa-miR-105-3p",0,0,0,0,0,0,0,12.0886825753729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","hsa-miR-105-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","hsa-miR-10522-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","hsa-miR-10523-5p",0,0,0,0,0,0,0,0,0,44.2223499756777,0,0,0,0,0,0,0,13.7534555557084,0,0,0,0,0,0,0,0,0,0,0,0,12.7469725940089,39.3933425251133,0,0,0,0,0,0
"57","hsa-miR-10524-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","hsa-miR-10525-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4249575813667,0,0,0,0,0,0,17.2464342997085,0,0,0,0,0,0,0,0,0
"59","hsa-miR-10526-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","hsa-miR-10527-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","hsa-miR-106a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","hsa-miR-106a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1318564637178,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","hsa-miR-106b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6258356815294,0,0
"64","hsa-miR-106b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0797221303341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","hsa-miR-107",60.6293324710495,39.7408894011048,88.725240112681,49.3011561121108,67.0825786543235,39.2156862745098,55.4108716130105,48.3547303014917,42.6821460583038,0,25.5499629525537,23.522216733705,0,55.4715777503502,70.2321171471714,0,62.5039064941559,13.7534555557084,33.0797221303341,61.8658747834694,24.280684715309,61.6998303254666,0,27.1193795085968,24.1318564637178,108.311069391292,18.5274391373624,0,120.72504009796,0,0,39.3933425251133,52.6301939422647,22.5057952422749,0,27.6258356815294,47.6440040020963,75.5663699427207
"66","hsa-miR-10a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","hsa-miR-10a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2609341475491,0,0,0,0,0,0,0,0,0,0
"68","hsa-miR-10b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","hsa-miR-10b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","hsa-miR-11181-3p",60.6293324710495,0,0,0,0,39.2156862745098,0,12.0886825753729,0,221.111749878389,25.5499629525537,23.522216733705,0,13.8678944375875,0,16.4902212987698,31.2519532470779,27.5069111114167,0,0,0,15.4249575813667,0,0,0,0,18.5274391373624,0,0,15.9349852601386,12.7469725940089,0,0,0,13.185827872203,0,0,0
"71","hsa-miR-11181-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7534555557084,0,15.4664686958674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","hsa-miR-11399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1169525917727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","hsa-miR-11400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","hsa-miR-11401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","hsa-miR-1178-3p",565.873769729795,755.076898620991,643.257990816938,419.059826952942,201.24773596297,235.294117647059,406.346391828743,278.039699233577,341.457168466431,840.224649537876,843.148777434273,235.22216733705,178.224880193275,235.754205438988,456.508761456614,577.157745456944,1062.56641040065,591.39858889546,529.275554085346,386.661717396684,679.859172028651,493.598642603733,968.456004427228,542.387590171937,361.977846955766,144.414759188389,203.801830510987,536.392143918138,241.450080195919,780.814277746793,841.300191204589,512.113452826472,447.35664850925,135.034771453649,145.044106594233,552.516713630587,404.974034017819,332.492027747971
"76","hsa-miR-1178-5p",444.615104787696,238.445336406629,221.813100281703,98.6023122242217,201.24773596297,117.647058823529,18.4702905376702,48.3547303014917,213.410730291519,0,76.6498888576612,235.22216733705,19.8027644659194,110.9431555007,70.2321171471714,131.921770390159,687.542971435715,385.096755559834,99.2391663910023,30.9329373917347,72.8420541459269,61.6998303254666,276.701715550636,135.596897542984,24.1318564637178,72.2073795941945,55.5823174120873,0,51.7393028991256,111.54489682097,101.975780752071,1181.8002757534,1210.49446067209,22.5057952422749,0,138.129178407647,214.398018009434,105.792917919809
"77","hsa-miR-1179",0,0,0,0,0,0,0,0,0,44.2223499756777,25.5499629525537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","hsa-miR-1180-3p",40.4195549806997,158.963557604419,177.450480225362,73.9517341681662,22.3608595514412,78.4313725490196,184.702905376702,72.5320954522376,128.046438174911,398.001149781099,281.049592478091,23.522216733705,118.816586795517,97.0752610631128,70.2321171471714,115.431549091389,218.763672729546,123.781100001375,132.318888521336,170.131155654541,218.526162437781,169.674533395033,92.2339051835455,244.074415577372,24.1318564637178,144.414759188389,92.6371956868122,165.043736590196,172.464342997085,382.439646243327,484.384958572339,0,26.3150969711323,67.5173857268247,13.185827872203,82.8775070445881,119.110010005241,75.5663699427207
"79","hsa-miR-1180-5p",0,0,0,0,0,0,0,12.0886825753729,0,44.2223499756777,0,0,0,13.8678944375875,0,0,0,0,0,15.4664686958674,24.280684715309,0,46.1169525917727,0,0,0,0,0,0,15.9349852601386,38.2409177820268,0,0,0,0,27.6258356815294,0,0
"80","hsa-miR-1181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","hsa-miR-1182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2609341475491,0,15.9349852601386,12.7469725940089,0,0,0,0,0,0,0
"82","hsa-miR-1183",0,0,0,0,0,0,0,0,21.3410730291519,0,0,0,19.8027644659194,0,0,0,0,0,33.0797221303341,15.4664686958674,0,0,0,0,0,0,0,41.2609341475491,0,0,0,0,0,0,0,0,0,0
"83","hsa-miR-1184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","hsa-miR-1185-1-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","hsa-miR-1185-2-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","hsa-miR-1185-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","hsa-miR-1193",0,0,22.1813100281703,0,0,0,0,0,0,0,0,0,39.6055289318389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7469725940089,0,0,0,13.185827872203,0,0,0
"88","hsa-miR-1197",0,0,0,0,0,39.2156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1318564637178,0,0,0,0,0,0,0,0,0,0,27.6258356815294,0,0
"89","hsa-miR-1199-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4249575813667,0,27.1193795085968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","hsa-miR-1199-5p",0,0,0,0,0,0,0,0,0,0,25.5499629525537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7469725940089,0,0,0,0,0,0,0
"91","hsa-miR-1200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","hsa-miR-1202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","hsa-miR-1203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","hsa-miR-1204",0,0,22.1813100281703,0,0,0,18.4702905376702,0,42.6821460583038,0,0,0,0,0,0,0,31.2519532470779,13.7534555557084,0,0,0,0,0,27.1193795085968,0,0,18.5274391373624,41.2609341475491,17.2464342997085,31.8699705202773,12.7469725940089,39.3933425251133,52.6301939422647,22.5057952422749,13.185827872203,0,0,0
"95","hsa-miR-1205",40.4195549806997,79.4817788022096,133.087860169022,73.9517341681662,44.7217191028823,39.2156862745098,73.8811621506806,120.886825753729,170.728584233215,176.889399902711,102.199851810215,47.04443346741,138.619351261436,41.6036833127626,0,148.411991688928,31.2519532470779,178.794922224209,99.2391663910023,154.664686958674,242.80684715309,123.399660650933,184.467810367091,81.3581385257905,48.2637129274355,108.311069391292,74.1097565494497,165.043736590196,172.464342997085,366.504660983189,267.686424474187,39.3933425251133,52.6301939422647,90.0231809690995,52.7433114888118,55.2516713630587,71.4660060031445,30.2265479770883
"96","hsa-miR-1206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","hsa-miR-1207-3p",0,0,0,0,0,0,0,0,21.3410730291519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7469725940089,0,0,0,0,0,0,0
"98","hsa-miR-1207-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","hsa-miR-1208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","hsa-miR-12113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","hsa-miR-12114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","hsa-miR-12115",889.230209575393,755.076898620991,998.158951267662,197.204624448443,380.1346123745,705.882352941177,350.935520215733,229.684968932086,426.821460583038,309.556449829744,383.249444288306,564.53320160892,178.224880193275,402.168938690039,280.928468588686,395.765311170476,1031.31445715357,756.440055563961,628.514720476348,278.396436525612,388.490955444944,339.349066790066,461.169525917727,406.790692628953,144.791138782307,288.829518376778,277.911587060437,330.087473180393,275.942948795337,541.789498844714,713.8304652645,1536.34035847942,1736.79640009473,157.540566695924,158.229934466435,497.265042267529,357.330030015723,438.28494566778
"103","hsa-miR-12116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","hsa-miR-12117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
