"","gene_id","SRR2105159.count","SRR2105160.count","SRR2105161.count","SRR2105162.count","SRR2105165.count","SRR2105166.count","SRR2105207.count","SRR2105208.count","SRR2105239.count","SRR2105240.count","SRR2105247.count","SRR2105335.count","SRR2105336.count","SRR8185859.count","SRR8185860.count","SRR8185861.count","SRR8185862.count","SRR8185863.count","SRR8185864.count","SRR8185865.count","SRR8185866.count","SRR8185871.count","SRR8185872.count","SRR8185873.count","SRR8185874.count","SRR8185875.count","SRR8185876.count","SRR8185878.count","SRR8185891.count","SRR8185892.count","SRR8185896.count","SRR8185897.count","SRR8185898.count","SRR8185899.count","SRR8185902.count","SRR8185905.count","SRR8185906.count","SRR8185907.count","SRR8992369.count","SRR8992370.count","SRR8992371.count"
"22","hsa-miR-100-5p",763.570734416215,1005.75026783567,825.973695914607,594.15091433224,570.095879761596,741.391619528804,375.347196156445,310.80261074193,470.278404815651,433.759863866135,749.804028492553,1057.12901378672,730.763481755825,622.277535780958,480.653689017063,695.732838589981,337.306049021812,0,788.022064617809,493.989790877655,426.499857833381,3391.09553478712,3509.60025180988,373.296833198532,734.034744311231,233.685809429222,298.347156751596,219.230136836144,855.850348453356,755.939524838013,695.729171607925,533.644626031852,541.499954875004,774.899339056446,272.452568484668,711.154973730806,761.884745228368,692.449733278621,338.438108130976,97.3946919892866,0
"23","hsa-miR-101-2-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4506749740395,47.2143531633617,20.738712955474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","hsa-miR-101-3p",578578.37012356,599776.985810176,614842.111951204,634421.142970314,551230.888831303,565379.757262892,612266.346370393,581186.081963088,608446.200150489,615855.591331476,675709.757676971,484032.947187596,475095.91270698,322215.30802738,307978.851237683,297193.87755102,288958.848662019,142261.594580511,120567.375886525,133212.580273341,114444.128518624,322916.666666667,320286.433742524,252701.21736245,247410.488540902,239255.321220619,246673.42920222,420337.249027166,338794.473652036,330453.563714903,239868.44393846,244275.82756608,228603.230949731,230373.015270075,241467.280923367,181271.951467301,187581.278652778,184268.567911366,625264.404771977,593571.950328707,545595.708639187
"25","hsa-miR-101-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","hsa-miR-10226",0,0,0,0,0,0,0,0,0,16.683071687159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8898104501064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","hsa-miR-10392-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.604412923562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","hsa-miR-10392-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","hsa-miR-10393-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","hsa-miR-10393-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25613843892934,0,0,0,0,0,0
"31","hsa-miR-10394-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2253374870197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","hsa-miR-10394-5p",0,0,0,0,0,0,0,0,94.0556809631302,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7381177211206,0,0,0,0,0,0,107.991360691145,31.6240532549057,33.3527891269907,60.1666616527782,15.1941046873813,16.5122768778587,0,13.1359438832477,12.8231432088634,0,0,0
"33","hsa-miR-10395-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","hsa-miR-10395-5p",0,0,0,0,0,0,0,0,0,0,34.0820012951161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","hsa-miR-10396a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","hsa-miR-10396a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","hsa-miR-10396b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","hsa-miR-10396b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","hsa-miR-10397-3p",0,0,0,0,0,0,0,0,0,0,0,0,16.608260948996,0,120.163422254266,115.95547309833,337.306049021812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","hsa-miR-10397-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.9548518218959,40.7797080172906,58.4214523573056,139.228673150745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","hsa-miR-10398-3p",0,0,63.5364381472775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","hsa-miR-10398-5p",208.246563931695,262.369635087566,63.5364381472775,176.044715357701,103.65379632029,192.21264210006,150.138878462578,222.001864815664,282.16704288939,233.563003620227,102.246003885348,176.188168964454,99.6495656939762,995.644057249533,720.980533525595,927.643784786642,449.74139869575,347.403161368769,945.626477541371,493.989790877655,568.666477111174,795.041536863967,849.85835694051,394.035546154006,387.407226164261,545.266888668186,477.355450802554,548.075342090359,366.79300648001,323.974082073434,600.857011843208,416.909864087384,315.874973677086,349.46440780977,338.501675996103,899.828742271632,788.156632994864,769.388592531801,507.657162196463,97.3946919892866,564.652738565782
"43","hsa-miR-10399-3p",0,0,0,0,0,0,0,14.8001243210443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","hsa-miR-10399-5p",0,0,0,0,0,0,0,14.8001243210443,0,0,0,44.0470422411135,0,124.455507156192,0,0,0,0,0,0,0,32.4506749740395,0,0,0,0,0,18.2691780696786,0,0,0,0,0,0,8.25613843892934,0,0,0,0,0,0
"45","hsa-miR-103a-1-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","hsa-miR-103a-2-5p",69.415521310565,174.913090058377,127.072876294555,154.039125937988,155.480694480435,109.835795485749,75.0694392312889,148.001243210443,188.11136192626,166.83071687159,102.246003885348,176.188168964454,16.608260948996,497.822028624767,480.653689017063,115.95547309833,112.435349673937,521.104742053153,630.417651694248,164.663263625885,142.166619277794,178.478712357217,251.809883537929,186.648416599266,163.118832069162,97.369087262176,139.228673150745,274.03767104518,0,323.974082073434,758.977278117736,433.58625865088,285.791642850696,471.01724530882,231.171876290022,449.914371135816,499.165867563414,359.048009848174,169.219054065488,194.789383978573,282.326369282891
"47","hsa-miR-103a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","hsa-miR-103b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","hsa-miR-10400-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.95547309833,0,173.701580684384,0,164.663263625885,0,0,0,41.477425910948,122.339124051872,116.842904714611,59.6694313503192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","hsa-miR-10400-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0416654131945,0,0,0,0,0,0,0,0
"51","hsa-miR-10401-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","hsa-miR-10401-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","hsa-miR-105-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.738712955474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","hsa-miR-105-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","hsa-miR-10522-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","hsa-miR-10523-5p",0,0,0,0,0,0,75.0694392312889,14.8001243210443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7381177211206,0,20.3898540086453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","hsa-miR-10524-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","hsa-miR-10525-3p",0,0,0,0,0,0,0,0,0,0,0,44.0470422411135,33.2165218979921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","hsa-miR-10526-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.95547309833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","hsa-miR-10527-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","hsa-miR-106a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","hsa-miR-106a-5p",0,0,0,0,0,0,0,14.8001243210443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","hsa-miR-106b-3p",0,0,0,0,0,0,0,0,0,0,0,0,16.608260948996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","hsa-miR-106b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,124.455507156192,0,0,0,0,0,0,0,0,0,20.738712955474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","hsa-miR-107",0,43.7282725145943,0,44.0111788394252,51.8268981601451,54.9178977428744,0,59.2004972841772,0,16.683071687159,68.1640025902321,132.141126723341,49.8247828469881,1120.09956440573,720.980533525595,463.821892393321,112.435349673937,1042.20948410631,1418.43971631206,1152.6428453812,1137.33295422235,162.253374870197,409.191060749134,1078.41307368465,978.712992414974,856.847967907149,1093.93957475585,219.230136836144,366.79300648001,323.974082073434,490.172825451038,516.968231468357,616.708281940977,334.270303122389,297.220983801456,696.641606919973,722.476913578625,692.449733278621,169.219054065488,340.881421962503,141.163184641445
"66","hsa-miR-10a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4738174524352,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6973459946433,0
"67","hsa-miR-10a-5p",0,0,0,0,0,0,0,0,0,0,0,88.094084482227,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4738174524352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","hsa-miR-10b-3p",0,21.8641362572972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","hsa-miR-10b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4738174524352,0,0,0,0,15.8120266274528,0,0,0,0,0,0,0,0,0,0
"70","hsa-miR-11181-3p",0,0,0,22.0055894197126,51.8268981601451,27.4589488714372,150.138878462578,59.2004972841772,94.0556809631302,0,0,0,0,0,0,0,0,0,0,164.663263625885,0,0,0,41.477425910948,20.3898540086453,0,0,0,122.264335493337,0,0,0,15.0416654131945,0,0,0,13.1359438832477,12.8231432088634,0,97.3946919892866,282.326369282891
"71","hsa-miR-11181-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","hsa-miR-11399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","hsa-miR-11400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6240532549057,16.6763945634954,30.0833308263891,0,8.25613843892934,0,0,0,0,0,0
"74","hsa-miR-11401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.738712955474,0,0,19.8898104501064,0,0,0,0,0,0,0,0,14.5133668108328,13.1359438832477,0,0,0,0
"75","hsa-miR-1178-3p",347.077606552825,349.826180116754,444.755067030942,308.078251875976,414.615185281161,247.130539842935,750.694392312889,384.803232347152,658.389766741911,250.246075307386,272.656010360928,969.034929304497,514.856089418877,4107.03173615432,3484.73924537371,3594.61966604824,3822.80188891387,3300.3300330033,2364.06619385343,2634.61221801416,3411.99886266705,1103.32294911734,1211.83506452628,3587.797341297,3241.9867873746,3310.54896691398,3759.17417507011,1169.22739645943,855.850348453356,647.948164146868,3510.26991129453,3452.01367464354,4136.4579886285,3555.42049684722,1147.60324301118,2191.51838843575,2614.0528327663,2782.62207632335,338.438108130976,292.18407596786,423.489553924337
"76","hsa-miR-1178-5p",208.246563931695,153.04895380108,1397.8016392401,1144.29064982506,829.230370562322,768.850568400242,1276.18046693191,725.206091731171,564.334085778781,900.885871106588,68.1640025902321,44.0470422411135,116.257826642972,248.911014312383,240.326844508532,231.91094619666,337.306049021812,0,315.208825847124,0,142.166619277794,259.605399792316,377.714825306893,207.38712955474,142.728978060517,77.8952698097408,139.228673150745,968.266437692968,978.114683946693,431.965442764579,173.932292901981,183.440340198449,165.45831954514,136.746942186432,487.112167896831,159.647034919161,210.175102131964,192.34714813295,0,0,141.163184641445
"77","hsa-miR-1179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","hsa-miR-1180-3p",208.246563931695,131.184817543783,63.5364381472775,66.0167682591378,310.961388960871,219.671590971498,0,59.2004972841772,0,150.147645184431,204.492007770696,88.094084482227,182.690870438956,0,120.163422254266,0,112.435349673937,0,0,164.663263625885,0,146.028037383178,94.4287063267233,0,142.728978060517,19.4738174524352,119.338862700638,18.2691780696786,122.264335493337,0,94.8721597647171,83.3819728174769,90.2499924791673,121.55283749905,24.768415316788,87.0802008649967,78.8156632994864,102.585145670907,84.6095270327439,0,141.163184641445
"79","hsa-miR-1180-5p",69.415521310565,0,0,22.0055894197126,0,0,0,29.6002486420886,0,0,0,0,16.608260948996,0,0,0,0,0,0,0,0,64.9013499480789,0,0,0,0,0,36.5383561393573,0,0,31.6240532549057,0,30.0833308263891,30.3882093747626,8.25613843892934,14.5133668108328,13.1359438832477,0,0,0,141.163184641445
"80","hsa-miR-1181",69.415521310565,21.8641362572972,0,0,0,27.4589488714372,75.0694392312889,0,0,0,0,0,0,0,0,0,0,0,0,0,142.166619277794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6973459946433,0
"81","hsa-miR-1182",0,0,0,0,0,0,0,0,0,0,0,44.0470422411135,16.608260948996,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8898104501064,18.2691780696786,0,0,0,16.6763945634954,0,0,0,14.5133668108328,0,0,0,0,0
"82","hsa-miR-1183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","hsa-miR-1184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5368306335761,0,0,0,0,0,0
"84","hsa-miR-1185-1-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.663263625885,0,0,0,0,0,0,19.8898104501064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","hsa-miR-1185-2-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2691780696786,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","hsa-miR-1185-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.163422254266,0,0,0,0,0,0,0,0,62.2161388664219,20.3898540086453,19.4738174524352,39.7796209002128,0,0,0,0,0,0,0,8.25613843892934,0,0,0,0,0,0
"87","hsa-miR-1193",0,0,0,0,51.8268981601451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","hsa-miR-1197",0,0,0,0,0,0,0,0,0,0,0,0,33.2165218979921,0,0,115.95547309833,0,0,0,0,0,0,0,0,0,19.4738174524352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","hsa-miR-1199-3p",0,21.8641362572972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.435349673937,0,0,0,0,0,0,20.738712955474,20.3898540086453,19.4738174524352,0,0,0,0,47.4360798823585,16.6763945634954,75.2083270659728,75.9705234369065,8.25613843892934,0,0,0,0,0,0
"90","hsa-miR-1199-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.163422254266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.163184641445
"91","hsa-miR-1200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","hsa-miR-1202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
