"","gene_id","SRR8507541.count","SRR8507542.count","SRR8507543.count","SRR8507544.count","SRR8507545.count","SRR8507546.count","SRR8507547.count","SRR8507548.count","SRR8507549.count","SRR8507550.count","SRR8507551.count","SRR8507552.count","SRR1917326.count","SRR1917327.count","SRR1917328.count","SRR1917332.count","SRR1917333.count","SRR1917334.count","SRR1917338.count","SRR1917339.count","SRR1917340.count"
"672","hsa-miR-3178",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"673","hsa-miR-3179",133,126,212,154,338,499,375,184,953,1149,401,290,515,525,415,111,85,205,156,79,175
"674","hsa-miR-3180",0,0,0,0,2,0,1,0,0,3,0,0,1,2,0,0,0,0,0,0,1
"675","hsa-miR-3180-3p",56,51,67,63,188,250,156,98,431,513,109,78,411,379,391,138,73,124,112,63,96
"676","hsa-miR-3180-5p",90,88,133,124,189,333,209,103,606,690,238,167,227,224,411,53,60,87,61,66,87
"677","hsa-miR-3181",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"678","hsa-miR-3182",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"679","hsa-miR-3183",0,0,0,0,1,4,2,0,3,6,0,0,0,0,0,0,0,0,0,0,0
"680","hsa-miR-3184-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"681","hsa-miR-3184-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"682","hsa-miR-3185",183,133,255,163,364,633,399,220,995,1179,452,372,441,436,453,100,95,218,144,115,201
"683","hsa-miR-3186-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684","hsa-miR-3186-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685","hsa-miR-3187-3p",6,16,11,8,25,32,30,22,4,8,19,14,196,396,80,8,3,35,37,22,23
"686","hsa-miR-3187-5p",1,0,1,1,4,3,5,1,0,0,1,0,8,9,0,0,0,0,1,0,11
"687","hsa-miR-3188",12,12,9,11,32,32,23,13,33,52,7,7,35,48,26,11,11,6,18,2,10
"688","hsa-miR-3189-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"689","hsa-miR-3189-5p",0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"690","hsa-miR-3190-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691","hsa-miR-3190-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692","hsa-miR-3191-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693","hsa-miR-3191-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694","hsa-miR-3192-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"695","hsa-miR-3192-5p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"696","hsa-miR-3193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697","hsa-miR-3194-3p",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698","hsa-miR-3194-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"699","hsa-miR-3195",2,0,6,5,33,63,24,11,4,8,0,6,0,6,0,0,1,0,0,0,1
"700","hsa-miR-3196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"701","hsa-miR-3197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702","hsa-miR-3198",55,57,58,58,187,247,150,74,141,203,46,35,131,201,125,32,29,25,59,16,34
"703","hsa-miR-3199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"704","hsa-miR-32-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705","hsa-miR-32-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706","hsa-miR-3200-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707","hsa-miR-3200-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"708","hsa-miR-3201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709","hsa-miR-3202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"710","hsa-miR-320a-3p",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711","hsa-miR-320a-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712","hsa-miR-320b",0,0,0,0,0,0,0,2,2,0,0,0,4,1,0,0,0,0,0,0,0
"713","hsa-miR-320c",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"714","hsa-miR-320d",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"715","hsa-miR-320e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"716","hsa-miR-323a-3p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"717","hsa-miR-323a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718","hsa-miR-323b-3p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"719","hsa-miR-323b-5p",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720","hsa-miR-324-3p",28,35,35,35,129,157,112,59,28,25,20,13,74,160,178,15,25,28,36,18,28
"721","hsa-miR-324-5p",46,38,30,37,67,111,95,44,92,83,24,27,70,98,62,18,19,19,19,12,13
"722","hsa-miR-325",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723","hsa-miR-326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724","hsa-miR-328-3p",0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"725","hsa-miR-328-5p",0,3,3,4,1,4,2,2,35,19,9,1,13,12,17,3,5,6,1,0,0
"726","hsa-miR-329-3p",0,0,0,0,1,6,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0
"727","hsa-miR-329-5p",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"728","hsa-miR-330-3p",0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"729","hsa-miR-330-5p",100,114,144,134,102,282,125,123,432,324,151,69,1528,745,600,25,72,184,41,22,96
"730","hsa-miR-331-3p",1,2,4,3,10,7,8,4,5,8,1,2,23,36,24,5,0,1,2,0,7
"731","hsa-miR-331-5p",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"732","hsa-miR-335-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"733","hsa-miR-335-5p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"734","hsa-miR-337-3p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735","hsa-miR-337-5p",0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"736","hsa-miR-338-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737","hsa-miR-338-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"738","hsa-miR-339-3p",0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"739","hsa-miR-339-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740","hsa-miR-33a-3p",0,0,3,0,8,4,2,2,5,5,3,1,6,6,5,3,1,0,0,0,2
"741","hsa-miR-33a-5p",9,17,17,11,15,17,17,9,132,148,35,15,140,17,7,4,0,4,2,2,2
"742","hsa-miR-33b-3p",0,0,6,0,1,2,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0
"743","hsa-miR-33b-5p",0,0,2,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0
"744","hsa-miR-340-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"745","hsa-miR-340-5p",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"746","hsa-miR-342-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747","hsa-miR-342-5p",4,3,2,2,6,13,8,4,7,3,4,0,10,17,20,1,1,0,2,0,0
"748","hsa-miR-345-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"749","hsa-miR-345-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"750","hsa-miR-346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"751","hsa-miR-34a-3p",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"752","hsa-miR-34a-5p",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"753","hsa-miR-34b-3p",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"754","hsa-miR-34b-5p",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"755","hsa-miR-34c-3p",1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"756","hsa-miR-34c-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"757","hsa-miR-3529-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","hsa-miR-3529-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759","hsa-miR-3605-3p",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"760","hsa-miR-3605-5p",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"761","hsa-miR-3606-3p",2,6,10,10,6,5,12,1,9,3,1,4,13,4,0,0,0,0,0,0,0
"762","hsa-miR-3606-5p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","hsa-miR-3609",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"764","hsa-miR-361-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"765","hsa-miR-361-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"766","hsa-miR-3610",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767","hsa-miR-3611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"768","hsa-miR-3612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769","hsa-miR-3613-3p",31,21,30,29,81,118,71,37,21,17,8,6,41,60,36,13,9,15,20,6,8
"770","hsa-miR-3613-5p",17,13,33,15,19,36,20,9,181,180,45,26,36,27,25,8,2,4,3,1,2
"771","hsa-miR-3614-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"772","hsa-miR-3614-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"773","hsa-miR-3615",23,18,24,17,62,115,75,40,127,133,51,34,70,88,44,8,9,11,14,10,33
"774","hsa-miR-3616-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775","hsa-miR-3616-5p",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776","hsa-miR-3617-3p",0,0,0,0,0,0,0,1,6,9,0,1,1,0,0,2,0,2,0,0,0
"777","hsa-miR-3617-5p",14,4,5,6,4,8,6,7,63,135,22,32,15,14,21,6,7,7,0,5,3
"778","hsa-miR-3618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"779","hsa-miR-3619-3p",65,57,82,86,150,264,191,109,244,284,68,67,132,247,263,35,38,103,58,25,46
"780","hsa-miR-3619-5p",18,20,12,19,43,54,43,14,21,27,10,10,35,45,99,7,12,10,22,11,10
"781","hsa-miR-362-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782","hsa-miR-362-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"783","hsa-miR-3620-3p",4,2,4,8,7,13,5,7,1,2,1,0,9,6,28,9,4,4,1,2,4
"784","hsa-miR-3620-5p",1,3,4,2,6,8,6,4,4,7,1,0,6,4,25,5,4,6,5,1,1
"785","hsa-miR-3621",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786","hsa-miR-3622a-3p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787","hsa-miR-3622a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"788","hsa-miR-3622b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"789","hsa-miR-3622b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"790","hsa-miR-363-3p",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"791","hsa-miR-363-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"792","hsa-miR-3646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793","hsa-miR-3648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"794","hsa-miR-3649",0,1,0,0,0,1,2,0,0,4,0,0,0,0,6,0,0,0,0,0,0
"795","hsa-miR-3650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"796","hsa-miR-3651",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"797","hsa-miR-3652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"798","hsa-miR-3654",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"799","hsa-miR-3655",11,16,11,8,63,117,77,50,46,49,15,18,41,72,55,7,8,12,23,4,17
"800","hsa-miR-3657",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"801","hsa-miR-3658",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"802","hsa-miR-3659",48,49,60,71,83,160,113,81,232,326,72,60,95,112,90,12,14,67,24,4,12
"803","hsa-miR-365a-3p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"804","hsa-miR-365a-5p",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"805","hsa-miR-365b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"806","hsa-miR-365b-5p",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"807","hsa-miR-3660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"808","hsa-miR-3661",2,6,11,5,22,51,17,15,32,37,7,7,12,21,30,8,2,10,7,3,4
"809","hsa-miR-3662",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"810","hsa-miR-3663-3p",47,44,43,52,189,253,165,103,90,94,28,26,382,352,334,129,72,141,125,62,96
"811","hsa-miR-3663-5p",80,90,125,122,178,312,177,118,672,807,189,172,144,157,157,49,19,33,46,26,36
"812","hsa-miR-3664-3p",0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
"813","hsa-miR-3664-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"814","hsa-miR-3665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815","hsa-miR-3666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"816","hsa-miR-3667-3p",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"817","hsa-miR-3667-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"818","hsa-miR-3668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"819","hsa-miR-367-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"820","hsa-miR-367-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821","hsa-miR-3670",96,97,160,128,234,349,229,139,482,565,149,114,267,279,217,62,36,90,69,15,36
"822","hsa-miR-3671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"823","hsa-miR-3672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"824","hsa-miR-3674",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"825","hsa-miR-3675-3p",136,129,208,198,419,199,117,68,13,1,9,19,8,29,0,3,1,2,0,0,0
"826","hsa-miR-3675-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"827","hsa-miR-3677-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"828","hsa-miR-3677-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"829","hsa-miR-3678-3p",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"830","hsa-miR-3678-5p",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"831","hsa-miR-3679-3p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"832","hsa-miR-3679-5p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"833","hsa-miR-3680-3p",120,125,179,178,337,533,415,249,523,618,134,145,322,483,607,97,80,247,112,51,89
"834","hsa-miR-3680-5p",36,22,51,59,82,131,134,72,308,396,94,85,58,68,125,13,6,14,17,17,17
"835","hsa-miR-3681-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"836","hsa-miR-3681-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"837","hsa-miR-3682-3p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"838","hsa-miR-3682-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"839","hsa-miR-3683",0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0
"840","hsa-miR-3684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"841","hsa-miR-3685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"842","hsa-miR-3686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"843","hsa-miR-3688-3p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"844","hsa-miR-3688-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"845","hsa-miR-3689a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"846","hsa-miR-3689a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"847","hsa-miR-3689b-3p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"848","hsa-miR-3689b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"849","hsa-miR-3689c",14,22,18,23,44,77,43,17,70,82,11,23,24,34,36,8,13,9,13,6,4
"850","hsa-miR-3689d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"851","hsa-miR-3689e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"852","hsa-miR-3689f",0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"853","hsa-miR-369-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"854","hsa-miR-369-5p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"855","hsa-miR-3690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856","hsa-miR-3691-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"857","hsa-miR-3691-5p",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"858","hsa-miR-3692-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"859","hsa-miR-3692-5p",0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"860","hsa-miR-370-3p",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"861","hsa-miR-370-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"862","hsa-miR-3714",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"863","hsa-miR-371a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"864","hsa-miR-371a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"865","hsa-miR-371b-3p",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"866","hsa-miR-371b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"867","hsa-miR-372-3p",1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"868","hsa-miR-372-5p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"869","hsa-miR-373-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"870","hsa-miR-373-5p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"871","hsa-miR-374a-3p",0,1,1,0,1,0,2,0,3,3,2,0,1,2,1,0,1,1,1,0,0
"872","hsa-miR-374a-5p",2,2,1,2,6,15,7,2,11,7,1,2,22,34,14,5,8,4,3,0,8
"873","hsa-miR-374b-3p",0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
"874","hsa-miR-374b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"875","hsa-miR-374c-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"876","hsa-miR-374c-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"877","hsa-miR-375-3p",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"878","hsa-miR-375-5p",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"879","hsa-miR-376a-2-5p",0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"880","hsa-miR-376a-3p",0,0,3,0,1,4,1,0,4,6,0,2,0,1,0,0,0,0,0,0,0
"881","hsa-miR-376a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882","hsa-miR-376b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"883","hsa-miR-376b-5p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"884","hsa-miR-376c-3p",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"885","hsa-miR-376c-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"886","hsa-miR-377-3p",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"887","hsa-miR-377-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"888","hsa-miR-378a-3p",0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"889","hsa-miR-378a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"890","hsa-miR-378b",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"891","hsa-miR-378c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"892","hsa-miR-378d",0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,1,0,0,0,2
"893","hsa-miR-378e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"894","hsa-miR-378f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"895","hsa-miR-378h",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"896","hsa-miR-378i",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"897","hsa-miR-378j",138,119,146,128,174,244,232,141,156,171,110,84,109,122,182,29,34,123,27,13,37
"898","hsa-miR-379-3p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"899","hsa-miR-379-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"900","hsa-miR-380-3p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"901","hsa-miR-380-5p",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"902","hsa-miR-381-3p",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"903","hsa-miR-381-5p",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"904","hsa-miR-382-3p",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"905","hsa-miR-382-5p",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"906","hsa-miR-383-3p",5,4,3,4,19,33,16,11,18,24,9,5,18,28,21,4,7,3,4,2,1
"907","hsa-miR-383-5p",15,20,27,20,46,85,59,34,136,137,47,29,45,62,48,6,15,17,20,8,6
"908","hsa-miR-384",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"909","hsa-miR-3907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910","hsa-miR-3908",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"911","hsa-miR-3909",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"912","hsa-miR-3910",0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0
"913","hsa-miR-3911",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
