"gene_id","SRR2105159.count","SRR2105160.count","SRR2105161.count","SRR2105162.count","SRR2105163.count","SRR2105165.count","SRR2105166.count","SRR2105167.count","SRR2105207.count","SRR2105208.count","SRR2105209.count","SRR2105210.count","SRR2105211.count","SRR2105212.count","SRR2105213.count","SRR2105214.count","SRR2105215.count","SRR2105216.count","SRR2105217.count","SRR2105218.count","SRR2105219.count","SRR2105220.count","SRR2105221.count","SRR2105222.count","SRR2105239.count","SRR2105240.count","SRR2105241.count","SRR2105242.count","SRR2105243.count","SRR2105244.count","SRR2105245.count","SRR2105246.count","SRR2105247.count","SRR2105248.count","SRR2105249.count","SRR2105250.count","SRR2105251.count","SRR2105252.count","SRR2105253.count","SRR2105254.count","SRR2105287.count","SRR2105288.count","SRR2105289.count","SRR2105290.count","SRR2105291.count","SRR2105292.count","SRR2105293.count","SRR2105294.count","SRR2105295.count","SRR2105296.count","SRR2105297.count","SRR2105298.count","SRR2105299.count","SRR2105300.count","SRR2105335.count","SRR2105336.count","SRR2105337.count","SRR2105338.count","SRR2105339.count","SRR2105340.count","SRR2105341.count","SRR2105342.count","SRR2105343.count","SRR2105344.count","SRR2105345.count","SRR2105346.count","SRR2105347.count","SRR2105348.count","SRR2105349.count","SRR2105350.count","SRR2105385.count","SRR2105386.count","SRR2105387.count","SRR2105388.count","SRR2105389.count","SRR2105390.count","SRR2105391.count","SRR2105392.count","SRR2105393.count","SRR2105394.count","SRR2105395.count","SRR2105396.count","SRR2105397.count","SRR2105398.count","SRR2105399.count","SRR2105400.count","SRR2105449.count","SRR2105450.count","SRR2105499.count","SRR2105500.count"
"hsa-miR-148a-5p",69.415521310565,21.8641362572972,0,22.0055894197126,0,51.8268981601451,0,0,0,44.4003729631329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8200066912011,41.249020335767,34.2301636201821,0,28.3302170094623,102.246003885348,52.3985433204957,101.869301685937,0,0,0,43.6910171268787,0,49.6548984557327,0,91.726288754357,0,0,0,0,21.8412143715191,0,0,0,0,32.6147222856397,40.0536719203733,88.094084482227,33.2165218979921,0,0,43.7885886937864,22.9985510912813,0,21.1318202950002,0,46.7551898260707,0,0,27.0182643466984,0,0,0,0,27.8955590270029,0,0,0,0,0,20.393596410727,0,0,0,0,29.8409477485005,0,0,0,45.5373406193078,30.8185404339251,0,22.4971878515186
"hsa-miR-148b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.669698222406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3775949130353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-148b-5p",0,0,63.5364381472775,22.0055894197126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2112873559032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6548984557327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-149-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-149-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-150-3p",971.817298347911,568.467542689726,317.682190736387,242.061483616839,143.995392147451,518.268981601451,576.637926300181,30.6184935701163,525.486074619023,370.003108026107,0,106.871860639094,116.529744217211,173.538803276413,43.2806751785328,144.588765452924,0,124.018189334436,81.6826628548091,254.958022982645,87.7231457520067,29.3823823235588,115.300357431108,127.084988085782,0,266.929146994545,151.566822022659,125.460020073603,164.996081343068,102.690490860546,291.942390035033,169.981302056774,408.984015541393,471.586889884461,254.673254214842,92.5840199981483,148.870445494808,162.49153689912,43.6910171268787,155.953525849297,49.6548984557327,97.7822974928619,229.315721885892,67.6018252492817,46.4640832636372,178.090865917366,185.477139942502,131.047286229114,86.2217623728229,240.124864929763,262.964131692437,200.028575510787,195.688333713838,180.24152364168,396.423380170022,481.639567520885,135.777325186694,115.173253479878,87.5771773875728,206.986959821531,55.2120141342756,63.3954608850006,189.221919467151,163.643164391247,57.927359091699,149.588631264024,108.073057386793,131.985323232057,46.8845234188194,119.001576770892,178.866878325806,153.425574648516,39.3747292987361,178.090865917366,35.7015351660121,252.37502929353,0,20.393596410727,156.875049023453,85.8369098712446,84.8392296597947,163.371998039536,59.681895497001,340.794949060123,0,53.6317643062731,182.149362477231,215.729783037475,0,89.9887514060742
"hsa-miR-150-5p",0,21.8641362572972,63.5364381472775,0,0,103.65379632029,0,30.6184935701163,150.138878462578,44.4003729631329,0,142.495814185458,0,0,0,24.0981275754874,42.0168067226891,0,81.6826628548091,72.8451494236128,43.8615728760033,0,0,63.5424940428912,188.11136192626,16.683071687159,0,41.8200066912011,0,68.4603272403642,32.4380433372259,0,68.1640025902321,52.3985433204957,0,0,0,0,0,77.9767629246485,49.6548984557327,0,91.726288754357,50.7013689369613,46.4640832636372,39.5757479816369,46.3692849856255,65.5236431145572,28.7405874576076,20.0104054108136,52.5928263384874,57.1510215745106,32.6147222856397,0,88.094084482227,83.0413047449802,101.83299389002,49.3599657770904,0,68.9956532738438,55.2120141342756,0,0,0,57.927359091699,0,27.0182643466984,26.3970646464113,46.8845234188194,29.7503941927231,134.150158744355,27.8955590270029,0,0,71.4030703320243,18.0267878066807,34.2959050689348,40.7871928214541,0,42.9184549356223,0,27.2286663399227,89.5228432455015,71.7463050652891,0,0,0,0,0,67.4915635545557
"hsa-miR-151a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-151a-5p",69.415521310565,0,0,0,0,0,0,0,0,0,0,0,0,34.7077606552825,43.2806751785328,0,0,0,0,0,0,0,0,0,0,0,37.8917055056648,20.9100033456005,41.249020335767,0,0,0,0,0,0,0,0,0,0,0,99.3097969114653,19.5564594985724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7885886937864,22.9985510912813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.393596410727,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-151b",485.908649173955,524.739270175132,190.609314441832,154.039125937988,47.9984640491504,466.442083441306,192.21264210006,0,225.208317693867,222.001864815664,0,106.871860639094,58.2648721086057,0,129.842025535598,120.490637877437,0,20.669698222406,245.047988564427,91.0564367795159,43.8615728760033,88.1471469706764,57.650178715554,158.856235107228,564.334085778781,266.929146994545,189.458527528324,230.010036801606,82.498040671534,102.690490860546,97.3141300116777,113.320868037849,408.984015541393,235.793444942231,305.607905057811,185.168039996297,0,108.32769126608,131.073051380636,155.953525849297,148.964695367198,117.338756991434,183.452577508714,118.303194186243,46.4640832636372,79.1514959632737,92.738569971251,131.047286229114,114.962349830431,120.062432464882,157.778479015462,142.877553936277,293.532500570758,140.187851721307,264.282253446681,431.814784673897,169.721656483367,115.173253479878,131.365766081359,160.989857638969,165.636042402827,21.1318202950002,0,70.132784739106,173.782077275097,99.725754176016,108.073057386793,131.985323232057,93.7690468376389,59.5007883854461,178.866878325806,97.6344565945102,118.124187896208,19.7878739908184,142.806140664049,180.267878066807,68.5918101378695,20.393596410727,39.2187622558632,21.4592274678112,42.4196148298973,54.4573326798453,119.363790994002,53.8097287989669,33.6190956463271,0,182.149362477231,0,47.0455400828002,22.4971878515186
"hsa-miR-152-3p",0,21.8641362572972,0,0,0,0,0,0,0,0,0,0,58.2648721086057,0,0,0,0,0,0,0,0,29.3823823235588,57.650178715554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2286663399227,0,0,0,0,0,0,0,0
"hsa-miR-152-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9985510912813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-153-3p",69.415521310565,21.8641362572972,0,0,0,0,0,0,0,14.8001243210443,0,35.6239535463646,0,0,0,0,0,0,0,0,0,0,0,31.7712470214456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3692849856255,0,0,0,0,0,32.6147222856397,0,0,0,0,0,0,0,55.2120141342756,21.1318202950002,0,0,0,0,0,0,0,0,0,0,0,19.7878739908184,0,18.0267878066807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-153-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5757479816369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1318202950002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1537-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1537-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7878739908184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8185404339251,0,0
"hsa-miR-154-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6548984557327,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0470422411135,33.2165218979921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4592274678112,0,27.2286663399227,0,0,0,0,0,30.8185404339251,0,0
"hsa-miR-154-5p",138.83104262113,43.7282725145943,63.5364381472775,0,0,0,54.9178977428744,0,0,29.6002486420886,0,35.6239535463646,0,0,0,0,0,0,40.8413314274045,18.2112873559032,0,29.3823823235588,0,0,0,16.683071687159,0,20.9100033456005,0,0,32.4380433372259,0,102.246003885348,26.1992716602478,0,69.4380149986112,0,0,0,0,0,0,91.726288754357,16.9004563123204,0,0,46.3692849856255,0,28.7405874576076,80.0416216432545,52.5928263384874,0,0,0,0,66.4330437959841,0,0,87.5771773875728,22.9985510912813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2187622558632,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-155-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-155-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-15a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-15a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0470422411135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-15b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-15b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-16-1-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3775949130353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-16-2-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-16-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8443838934302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2187622558632,0,0,0,0,0,0,0,0,0,0,22.4971878515186
"hsa-miR-17-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-17-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-181a-2-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-181a-3p",0,21.8641362572972,63.5364381472775,0,0,51.8268981601451,54.9178977428744,0,75.0694392312889,14.8001243210443,0,35.6239535463646,0,34.7077606552825,0,0,0,20.669698222406,0,18.2112873559032,0,29.3823823235588,0,0,0,0,0,0,206.245101678835,34.2301636201821,0,0,0,26.1992716602478,0,46.2920099990742,0,0,43.6910171268787,0,0,0,0,0,0,0,0,21.8412143715191,0,0,0,57.1510215745106,0,20.0268359601867,0,0,0,49.3599657770904,0,0,0,21.1318202950002,75.6887677868604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2286663399227,29.8409477485005,71.7463050652891,0,0,0,30.8185404339251,0,22.4971878515186
"hsa-miR-181a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8413314274045,0,43.8615728760033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7878739908184,0,0,0,0,0,0,0,27.2286663399227,0,0,0,0,0,0,0,0
"hsa-miR-181b-2-3p",277.66208524226,240.505498830269,63.5364381472775,220.055894197126,47.9984640491504,414.615185281161,192.21264210006,122.473974280465,300.277756925156,162.801367531487,0,35.6239535463646,0,34.7077606552825,86.5613503570656,72.2943827264622,0,20.669698222406,204.206657137023,218.535448270838,131.58471862801,264.441440912029,115.300357431108,0,188.11136192626,266.929146994545,151.566822022659,83.6400133824021,41.249020335767,34.2301636201821,32.4380433372259,56.6604340189246,238.574009065812,130.996358301239,50.9346508429685,92.5840199981483,74.4352227474041,54.1638456330399,0,51.9845086164323,148.964695367198,117.338756991434,0,50.7013689369613,0,19.7878739908184,0,109.206071857595,86.2217623728229,20.0104054108136,262.964131692437,171.453064723532,65.2294445712795,120.16101576112,88.094084482227,265.732175183936,169.721656483367,82.266609628484,43.7885886937864,137.991306547688,110.424028268551,147.922742065001,0,46.7551898260707,115.854718183398,99.725754176016,54.0365286933967,52.7941292928226,0,29.7503941927231,44.7167195814515,55.7911180540058,118.124187896208,59.3636219724553,321.313816494109,180.267878066807,68.5918101378695,20.393596410727,156.875049023453,107.296137339056,0,108.914665359691,119.363790994002,125.556033864256,0,35.7545095375154,0,61.6370808678501,47.0455400828002,0
"hsa-miR-181b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-181b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3302170094623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-181c-3p",69.415521310565,196.777226315674,0,22.0055894197126,0,259.134490800726,82.3768466143116,0,75.0694392312889,162.801367531487,0,0,0,34.7077606552825,43.2806751785328,24.0981275754874,0,0,204.206657137023,36.4225747118064,0,29.3823823235588,0,0,376.222723852521,116.781501810113,75.7834110113296,62.7300100368016,41.249020335767,68.4603272403642,0,56.6604340189246,34.0820012951161,26.1992716602478,0,46.2920099990742,37.217611373702,0,0,0,0,58.6693784957171,0,16.9004563123204,0,0,46.3692849856255,131.047286229114,57.4811749152153,20.0104054108136,0,57.1510215745106,32.6147222856397,0,176.188168964454,132.866087591968,135.777325186694,32.9066438513936,43.7885886937864,22.9985510912813,0,84.5272811800008,0,0,0,24.931438544004,54.0365286933967,26.3970646464113,0,29.7503941927231,0,27.8955590270029,39.3747292987361,79.1514959632737,214.209210996073,108.160726840084,0,20.393596410727,39.2187622558632,64.3776824034335,42.4196148298973,54.4573326798453,29.8409477485005,17.9365762663223,33.6190956463271,0,45.5373406193078,0,0,44.9943757030371
"hsa-miR-181c-5p",2637.78980980147,1596.08194678269,953.046572209162,968.245934467355,623.980032638956,1295.67245400363,1345.48849470042,153.092467850582,675.624953081601,754.806340373259,225.5299954894,498.735349649104,174.794616325817,381.785367208108,476.087426963861,385.570041207798,84.0336134453782,124.018189334436,653.461302838473,582.761195388902,394.75415588403,205.676676264912,576.50178715554,413.026211278793,564.334085778781,567.224437363407,682.050699101967,439.110070257611,577.486284700738,479.222290682549,746.074996756196,509.943906170321,1874.51007123138,1467.15921297388,662.15046095859,694.380149986112,446.611336484424,189.57345971564,43.6910171268787,77.9767629246485,248.274492278663,391.129189971448,458.631443771785,405.61095149569,325.24858284546,98.9393699540921,556.431419827506,546.030359287976,316.146462033684,420.218513627086,841.485221415799,800.114302043149,423.991389713317,720.966094566719,1057.12901378672,1013.10391788876,305.498981670061,411.33304814242,744.406007794369,781.950737103562,165.636042402827,126.790921770001,189.221919467151,210.398354217318,405.491513641893,448.765893792072,432.292229547174,422.353034342581,187.538093675278,267.753547734507,357.733756651612,223.164472216023,118.124187896208,197.878739908184,856.836843984291,396.589331746976,274.367240551478,224.329560517997,274.531335791042,236.051502145923,593.874607618563,381.201328758917,895.228432455015,538.097287989669,33.6190956463271,53.6317643062731,364.298724954463,462.278106508876,141.1366202484,134.983127109111
"hsa-miR-181d-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-181d-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-182-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.3820342537574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-182-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9004563123204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-183-3p",4234.34679994447,2842.33771344863,3558.04053624754,2310.58688906982,1439.95392147451,2228.55662088624,2059.42116535779,1377.83221065524,3002.77756925156,4898.84115026566,2706.3599458728,1389.33418830822,1747.94616325817,659.447452450368,1298.42025535598,1036.21948574596,2983.19327731092,475.403059115337,3103.94118848274,3970.06064358689,1140.40089477609,1057.76576364812,5130.86590568431,5019.8570293884,4138.44996237773,3653.59269948783,4281.76272214012,4244.73067915691,948.727467722642,1506.12719928801,1070.45543012845,1274.8597654258,3033.29811526533,1702.95265791611,2801.40579636327,1712.80436996574,1525.92206632178,2626.94651320244,786.438308283817,2365.29514204767,2830.32921197676,1838.3071928658,917.26288754357,2163.25840797702,882.817582009107,1127.90881747665,1112.86283965501,1528.88500600633,3075.24285796402,2361.22783847601,3365.9408856632,3429.06129447064,3131.01333942141,3684.93781667434,6695.15042064925,8055.00656026308,3801.76510522743,4541.11685149232,3722.03003897184,4208.73484970447,1104.24028268551,1331.30467858501,491.976990614593,2127.36113708622,521.346231825291,1470.95487409624,1945.31503296228,1795.00039595597,2297.34164752215,1814.77404575611,1743.95206367661,1185.56125864762,2834.980509509,1464.30267532056,6461.9778650482,7138.60797144557,651.622196309761,978.892627714897,2039.37563730489,2038.62660944206,1357.42767455671,1579.26264771551,4505.98311002357,3246.52030420433,706.001008572869,911.739993206643,409.83606557377,554.733727810651,1223.1840421528,877.390326209224
"hsa-miR-183-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
